report_id,disaster_type,location,latitude,longitude,report_timestamp,report_text,cleaned_reports
26,Flood,"Portland, OR",30.53990053969629,-69.51353816156582,2024-09-02,"Heavy flooding reported near Portland, OR. Water level rising rapidly, roads impassable.",heavy flooding report near portland water level rise rapidly road impassable
27,Volcanic Eruption,"Los Angeles, CA",35.96460747712885,-120.11978777006314,2024-08-13,"Volcanic eruption at Los Angeles, CA causing ashfall and air quality issues.",volcanic eruption los angeles cause ashfall air quality issue
28,Hurricane,"San Francisco, CA",29.567796707657628,-70.07764504841231,2024-07-26,"Hurricane conditions intensifying at San Francisco, CA. Severe winds and rainfall recorded.",hurricane condition intensify san francisco severe wind rainfall record
29,Landslide,"New Orleans, LA",26.2561330188762,-76.22383506406992,2024-04-05,"Landslide has blocked major roads near New Orleans, LA. Emergency crews responding.",landslide block major road near new orleans la emergency crew respond
30,Wildfire,"Miami, FL",34.083434163660854,-117.33413445239364,2024-07-18,"Wildfire spreading quickly through Miami, FL. Evacuations underway.",wildfire spread quickly miami fl evacuation underway
31,Extreme Heat,"New York, NY",33.71066252430381,-91.66592289716004,2024-09-03,"Extreme heat wave in New York, NY causing heat-related illnesses. Precautions advised.",extreme heat wave new york ny cause heat relate illness precaution advise
32,Hurricane,"Seattle, WA",48.89153177690217,-73.87366907680388,2024-03-12,"Hurricane conditions intensifying at Seattle, WA. Severe winds and rainfall recorded.",hurricane condition intensify seattle wa severe wind rainfall record
33,Tornado,"Portland, OR",35.71245642874341,-91.26325934717792,2024-11-13,"Tornado sighted near Portland, OR. Extensive damage reported to homes and infrastructure.",tornado sight near portland extensive damage report home infrastructure
34,Hurricane,"Seattle, WA",33.00566918733281,-71.47521052792328,2024-07-03,"Hurricane conditions intensifying at Seattle, WA. Severe winds and rainfall recorded.",hurricane condition intensify seattle wa severe wind rainfall record
35,Landslide,"Portland, OR",38.93140016120019,-69.3639548078535,2024-01-06,"Landslide has blocked major roads near Portland, OR. Emergency crews responding.",landslide block major road near portland emergency crew respond
36,Tornado,"Anchorage, AK",27.130417458586443,-100.07931319112596,2024-07-24,"Tornado sighted near Anchorage, AK. Extensive damage reported to homes and infrastructure.",tornado sight near anchorage ak extensive damage report home infrastructure
37,Extreme Heat,"Denver, CO",48.07997766291552,-102.7384939770269,2024-02-01,"Extreme heat wave in Denver, CO causing heat-related illnesses. Precautions advised.",extreme heat wave denver co cause heat relate illness precaution advise
38,Landslide,"Portland, OR",40.2390410941848,-69.75705191581974,2024-04-08,"Landslide has blocked major roads near Portland, OR. Emergency crews responding.",landslide block major road near portland emergency crew respond
39,Earthquake,"Seattle, WA",43.11610767858035,-85.16673639216958,2024-09-12,"Earthquake felt strongly around Seattle, WA. Significant structural damage observed.",earthquake feel strongly seattle wa significant structural damage observe
40,Wildfire,"Anchorage, AK",29.09147051617402,-118.15466180045802,2024-07-05,"Wildfire spreading quickly through Anchorage, AK. Evacuations underway.",wildfire spread quickly anchorage ak evacuation underway
41,Extreme Heat,"Portland, OR",34.82746847212489,-122.5047867958618,2024-03-16,"Extreme heat wave in Portland, OR causing heat-related illnesses. Precautions advised.",extreme heat wave portland cause heat relate illness precaution advise
42,Earthquake,"Miami, FL",35.14453872150855,-91.68688599116147,2024-06-25,"Earthquake felt strongly around Miami, FL. Significant structural damage observed.",earthquake feel strongly miami fl significant structural damage observe
43,Volcanic Eruption,"Denver, CO",44.72335465362608,-70.11991303913294,2024-11-10,"Volcanic eruption at Denver, CO causing ashfall and air quality issues.",volcanic eruption denver co cause ashfall air quality issue
44,Extreme Heat,"Portland, OR",25.02968031422583,-75.1893265580567,2024-10-13,"Extreme heat wave in Portland, OR causing heat-related illnesses. Precautions advised.",extreme heat wave portland cause heat relate illness precaution advise
45,Volcanic Eruption,"Anchorage, AK",32.22047460047812,-85.12498295860415,2024-12-14,"Volcanic eruption at Anchorage, AK causing ashfall and air quality issues.",volcanic eruption anchorage ak cause ashfall air quality issue
46,Tornado,"San Francisco, CA",48.549672984263296,-116.79216491542584,2024-09-11,"Tornado sighted near San Francisco, CA. Extensive damage reported to homes and infrastructure.",tornado sight near san francisco extensive damage report home infrastructure
47,Earthquake,"Houston, TX",36.39727704414925,-110.00034835882695,2024-11-20,"Earthquake felt strongly around Houston, TX. Significant structural damage observed.",earthquake feel strongly houston tx significant structural damage observe
48,Wildfire,"New Orleans, LA",34.1806307258562,-73.34483763339566,2024-07-08,"Wildfire spreading quickly through New Orleans, LA. Evacuations underway.",wildfire spread quickly new orleans la evacuation underway
49,Landslide,"Houston, TX",27.875896048423513,-114.21437303724286,2024-11-03,"Landslide has blocked major roads near Houston, TX. Emergency crews responding.",landslide block major road near houston tx emergency crew respond
50,Winter Storm,"Houston, TX",48.37995108707237,-108.57207491322436,2024-12-10,"Intense winter storm affecting Houston, TX. Heavy snowfall and travel disruptions.",intense winter storm affect houston tx heavy snowfall travel disruption
51,Hurricane,"Los Angeles, CA",25.480632542219787,-117.35356157946892,2024-05-06,"Hurricane conditions intensifying at Los Angeles, CA. Severe winds and rainfall recorded.",hurricane condition intensify los angeles severe wind rainfall record
52,Flood,"Miami, FL",42.69232540017384,-85.10961434654973,2024-10-13,"Heavy flooding reported near Miami, FL. Water level rising rapidly, roads impassable.",heavy flooding report near miami fl water level rise rapidly road impassable
53,Wildfire,"San Francisco, CA",43.4463953149242,-69.30504398357064,2024-09-10,"Wildfire spreading quickly through San Francisco, CA. Evacuations underway.",wildfire spread quickly san francisco evacuation underway
54,Earthquake,"New York, NY",30.8477611855328,-109.13088613587225,2024-07-31,"Earthquake felt strongly around New York, NY. Significant structural damage observed.",earthquake feel strongly new york ny significant structural damage observe
55,Winter Storm,"Portland, OR",41.1174026467129,-96.95101013684564,2024-09-06,"Intense winter storm affecting Portland, OR. Heavy snowfall and travel disruptions.",intense winter storm affect portland heavy snowfall travel disruption
56,Wildfire,"New Orleans, LA",27.230299465105357,-87.57395535703895,2024-03-24,"Wildfire spreading quickly through New Orleans, LA. Evacuations underway.",wildfire spread quickly new orleans la evacuation underway
57,Earthquake,"Denver, CO",31.169134394369916,-66.03149135527778,2024-01-13,"Earthquake felt strongly around Denver, CO. Significant structural damage observed.",earthquake feel strongly denver significant structural damage observe
58,Severe Storm,"San Francisco, CA",43.90964771901436,-118.81632416514324,2024-02-14,"Severe storms hitting San Francisco, CA. Power outages and property damage widespread.",severe storm hit san francisco power outage property damage widespread
59,Severe Storm,"Seattle, WA",45.75246860880497,-95.58432282916316,2024-05-06,"Severe storms hitting Seattle, WA. Power outages and property damage widespread.",severe storm hit seattle wa power outage property damage widespread
60,Volcanic Eruption,"New York, NY",39.60367390383499,-102.2779129257525,2024-04-23,"Volcanic eruption at New York, NY causing ashfall and air quality issues.",volcanic eruption new york ny cause ashfall air quality issue
61,Wildfire,"Los Angeles, CA",37.16412236369158,-73.91661025188105,2024-10-02,"Wildfire spreading quickly through Los Angeles, CA. Evacuations underway.",wildfire spread quickly los angeles evacuation underway
62,Severe Storm,"Los Angeles, CA",28.823296494855526,-96.9179038703123,2024-07-23,"Severe storms hitting Los Angeles, CA. Power outages and property damage widespread.",severe storm hit los angeles power outage property damage widespread
63,Earthquake,"San Francisco, CA",26.51461679389961,-118.45232604947626,2024-12-02,"Earthquake felt strongly around San Francisco, CA. Significant structural damage observed.",earthquake feel strongly san francisco significant structural damage observe
64,Volcanic Eruption,"Anchorage, AK",27.82357668336541,-87.56897542809156,2024-09-29,"Volcanic eruption at Anchorage, AK causing ashfall and air quality issues.",volcanic eruption anchorage ak cause ashfall air quality issue
65,Earthquake,"Houston, TX",30.45657520230637,-79.5239435224311,2024-02-27,"Earthquake felt strongly around Houston, TX. Significant structural damage observed.",earthquake feel strongly houston tx significant structural damage observe
66,Volcanic Eruption,"Seattle, WA",33.200188045526104,-124.83000615172874,2024-11-23,"Volcanic eruption at Seattle, WA causing ashfall and air quality issues.",volcanic eruption seattle wa cause ashfall air quality issue
67,Wildfire,"Los Angeles, CA",34.141828612263694,-74.32155556018286,2024-08-06,"Wildfire spreading quickly through Los Angeles, CA. Evacuations underway.",wildfire spread quickly los angeles evacuation underway
68,Winter Storm,"New Orleans, LA",33.31172244613609,-114.02464299966572,2024-04-18,"Intense winter storm affecting New Orleans, LA. Heavy snowfall and travel disruptions.",intense winter storm affect new orleans la heavy snowfall travel disruption
69,Landslide,"Los Angeles, CA",30.737327972734377,-92.4279074854507,2024-10-05,"Landslide has blocked major roads near Los Angeles, CA. Emergency crews responding.",landslide block major road near los angeles emergency crew respond
70,Extreme Heat,"Denver, CO",37.23338192204075,-100.46794745944044,2024-06-22,"Extreme heat wave in Denver, CO causing heat-related illnesses. Precautions advised.",extreme heat wave denver co cause heat relate illness precaution advise
71,Winter Storm,"Portland, OR",44.806866597589526,-82.54042481997871,2024-11-23,"Intense winter storm affecting Portland, OR. Heavy snowfall and travel disruptions.",intense winter storm affect portland heavy snowfall travel disruption
72,Tornado,"Los Angeles, CA",31.7128849233155,-103.10146472764124,2024-09-20,"Tornado sighted near Los Angeles, CA. Extensive damage reported to homes and infrastructure.",tornado sight near los angeles extensive damage report home infrastructure
73,Earthquake,"Denver, CO",47.617288458453594,-73.68397257577907,2024-11-10,"Earthquake felt strongly around Denver, CO. Significant structural damage observed.",earthquake feel strongly denver significant structural damage observe
74,Tornado,"San Francisco, CA",45.96007988137235,-81.90071470343138,2024-04-20,"Tornado sighted near San Francisco, CA. Extensive damage reported to homes and infrastructure.",tornado sight near san francisco extensive damage report home infrastructure
75,Winter Storm,"San Francisco, CA",28.88234107245063,-86.78492290728764,2024-07-05,"Intense winter storm affecting San Francisco, CA. Heavy snowfall and travel disruptions.",intense winter storm affect san francisco heavy snowfall travel disruption
76,Volcanic Eruption,"New York, NY",43.870622962170266,-78.0218048617916,2024-09-25,"Volcanic eruption at New York, NY causing ashfall and air quality issues.",volcanic eruption new york ny cause ashfall air quality issue
77,Extreme Heat,"Los Angeles, CA",38.7900971756264,-80.51264093922543,2024-08-16,"Extreme heat wave in Los Angeles, CA causing heat-related illnesses. Precautions advised.",extreme heat wave los angeles cause heat relate illness precaution advise
78,Extreme Heat,"New Orleans, LA",38.59780869211404,-122.87961817962837,2024-06-04,"Extreme heat wave in New Orleans, LA causing heat-related illnesses. Precautions advised.",extreme heat wave new orleans la cause heat relate illness precaution advise
79,Flood,"Los Angeles, CA",34.38502631339618,-101.71067312315516,2024-07-07,"Heavy flooding reported near Los Angeles, CA. Water level rising rapidly, roads impassable.",heavy flooding report near los angeles water level rise rapidly road impassable
80,Extreme Heat,"New Orleans, LA",37.02767198036823,-70.0823694583271,2024-09-28,"Extreme heat wave in New Orleans, LA causing heat-related illnesses. Precautions advised.",extreme heat wave new orleans la cause heat relate illness precaution advise
81,Landslide,"Miami, FL",34.532290658301065,-117.58226812945864,2024-01-02,"Landslide has blocked major roads near Miami, FL. Emergency crews responding.",landslide block major road near miami fl emergency crew respond
82,Extreme Heat,"New York, NY",37.95358285023863,-81.51130352450897,2024-09-02,"Extreme heat wave in New York, NY causing heat-related illnesses. Precautions advised.",extreme heat wave new york ny cause heat relate illness precaution advise
83,Winter Storm,"Miami, FL",40.070801266543256,-67.49908313121554,2024-07-28,"Intense winter storm affecting Miami, FL. Heavy snowfall and travel disruptions.",intense winter storm affect miami fl heavy snowfall travel disruption
84,Flood,"Los Angeles, CA",41.18329135381716,-121.92028088634667,2024-10-12,"Heavy flooding reported near Los Angeles, CA. Water level rising rapidly, roads impassable.",heavy flooding report near los angeles water level rise rapidly road impassable
85,Winter Storm,"New York, NY",37.77954862142623,-84.75056104302999,2024-12-24,"Intense winter storm affecting New York, NY. Heavy snowfall and travel disruptions.",intense winter storm affect new york ny heavy snowfall travel disruption
86,Winter Storm,"Miami, FL",42.31412961588956,-97.3789056632392,2024-01-13,"Intense winter storm affecting Miami, FL. Heavy snowfall and travel disruptions.",intense winter storm affect miami fl heavy snowfall travel disruption
87,Hurricane,"Houston, TX",28.39067318261214,-90.82865993289138,2024-04-05,"Hurricane conditions intensifying at Houston, TX. Severe winds and rainfall recorded.",hurricane condition intensify houston tx severe wind rainfall record
88,Flood,"Los Angeles, CA",30.087579781653723,-119.96486114742484,2024-08-08,"Heavy flooding reported near Los Angeles, CA. Water level rising rapidly, roads impassable.",heavy flooding report near los angeles water level rise rapidly road impassable
89,Winter Storm,"Miami, FL",44.64964009778248,-122.46258983985057,2024-08-25,"Intense winter storm affecting Miami, FL. Heavy snowfall and travel disruptions.",intense winter storm affect miami fl heavy snowfall travel disruption
90,Hurricane,"Houston, TX",32.74067146831396,-85.65486702749561,2024-04-03,"Hurricane conditions intensifying at Houston, TX. Severe winds and rainfall recorded.",hurricane condition intensify houston tx severe wind rainfall record
91,Hurricane,"Houston, TX",25.549451799426887,-76.42474364057765,2024-12-03,"Hurricane conditions intensifying at Houston, TX. Severe winds and rainfall recorded.",hurricane condition intensify houston tx severe wind rainfall record
92,Flood,"San Francisco, CA",28.690987592032748,-78.86109523895493,2024-09-25,"Heavy flooding reported near San Francisco, CA. Water level rising rapidly, roads impassable.",heavy flooding report near san francisco water level rise rapidly road impassable
93,Tornado,"Los Angeles, CA",30.36674642791147,-92.915462055892,2024-06-19,"Tornado sighted near Los Angeles, CA. Extensive damage reported to homes and infrastructure.",tornado sight near los angeles extensive damage report home infrastructure
94,Volcanic Eruption,"Houston, TX",47.97574930947009,-119.10785755296548,2024-04-03,"Volcanic eruption at Houston, TX causing ashfall and air quality issues.",volcanic eruption houston tx cause ashfall air quality issue
95,Landslide,"San Francisco, CA",38.75299429434038,-84.40537781367519,2024-05-28,"Landslide has blocked major roads near San Francisco, CA. Emergency crews responding.",landslide block major road near san francisco emergency crew respond
96,Volcanic Eruption,"Miami, FL",47.38553777143011,-110.7285558703054,2024-04-21,"Volcanic eruption at Miami, FL causing ashfall and air quality issues.",volcanic eruption miami fl cause ashfall air quality issue
97,Extreme Heat,"Denver, CO",38.803920411918995,-71.24694653672437,2024-02-24,"Extreme heat wave in Denver, CO causing heat-related illnesses. Precautions advised.",extreme heat wave denver co cause heat relate illness precaution advise
98,Landslide,"Los Angeles, CA",36.50450656330844,-75.5423437868034,2024-12-02,"Landslide has blocked major roads near Los Angeles, CA. Emergency crews responding.",landslide block major road near los angeles emergency crew respond
99,Extreme Heat,"New York, NY",32.52946458865831,-83.14640494184394,2024-04-25,"Extreme heat wave in New York, NY causing heat-related illnesses. Precautions advised.",extreme heat wave new york ny cause heat relate illness precaution advise
100,Winter Storm,"New Orleans, LA",39.55290266640101,-69.0180886059633,2024-05-22,"Intense winter storm affecting New Orleans, LA. Heavy snowfall and travel disruptions.",intense winter storm affect new orleans la heavy snowfall travel disruption
101,Earthquake,"New Orleans, LA",28.340752590820717,-123.1461125308349,2024-07-19,"Earthquake felt strongly around New Orleans, LA. Significant structural damage observed.",earthquake feel strongly new orleans la significant structural damage observe
102,Flood,"Miami, FL",46.55827905502494,-81.56417492141505,2024-06-28,"Heavy flooding reported near Miami, FL. Water level rising rapidly, roads impassable.",heavy flooding report near miami fl water level rise rapidly road impassable
103,Landslide,"Anchorage, AK",44.90397772339081,-105.51567601915208,2024-07-20,"Landslide has blocked major roads near Anchorage, AK. Emergency crews responding.",landslide block major road near anchorage ak emergency crew respond
104,Landslide,"Anchorage, AK",32.62075474904169,-71.54211274450445,2024-12-29,"Landslide has blocked major roads near Anchorage, AK. Emergency crews responding.",landslide block major road near anchorage ak emergency crew respond
105,Winter Storm,"Miami, FL",47.86714066243106,-109.26616339694333,2024-02-22,"Intense winter storm affecting Miami, FL. Heavy snowfall and travel disruptions.",intense winter storm affect miami fl heavy snowfall travel disruption
106,Tornado,"Houston, TX",44.804818417973635,-82.23346654041399,2024-06-28,"Tornado sighted near Houston, TX. Extensive damage reported to homes and infrastructure.",tornado sight near houston tx extensive damage report home infrastructure
107,Hurricane,"Los Angeles, CA",40.99136526004095,-73.2188258406039,2024-11-08,"Hurricane conditions intensifying at Los Angeles, CA. Severe winds and rainfall recorded.",hurricane condition intensify los angeles severe wind rainfall record
108,Winter Storm,"New Orleans, LA",27.922285867006593,-122.54224771542174,2024-11-03,"Intense winter storm affecting New Orleans, LA. Heavy snowfall and travel disruptions.",intense winter storm affect new orleans la heavy snowfall travel disruption
109,Severe Storm,"New Orleans, LA",36.47761655315374,-101.53879280406989,2024-05-16,"Severe storms hitting New Orleans, LA. Power outages and property damage widespread.",severe storm hit new orleans la power outage property damage widespread
110,Hurricane,"Houston, TX",37.14658131632202,-80.02376711070562,2024-06-30,"Hurricane conditions intensifying at Houston, TX. Severe winds and rainfall recorded.",hurricane condition intensify houston tx severe wind rainfall record
111,Flood,"New Orleans, LA",30.581232600769123,-98.15978551905236,2024-01-01,"Heavy flooding reported near New Orleans, LA. Water level rising rapidly, roads impassable.",heavy flooding report near new orleans la water level rise rapidly road impassable
112,Hurricane,"New York, NY",26.919169464623245,-109.23209484217789,2024-02-13,"Hurricane conditions intensifying at New York, NY. Severe winds and rainfall recorded.",hurricane condition intensify new york ny severe wind rainfall record
113,Tornado,"Los Angeles, CA",43.64136713132062,-112.0314844194318,2024-08-14,"Tornado sighted near Los Angeles, CA. Extensive damage reported to homes and infrastructure.",tornado sight near los angeles extensive damage report home infrastructure
114,Hurricane,"Portland, OR",27.92884125098548,-117.24042225193372,2024-11-26,"Hurricane conditions intensifying at Portland, OR. Severe winds and rainfall recorded.",hurricane condition intensify portland severe wind rainfall record
115,Flood,"New Orleans, LA",39.262978013482595,-74.42935596847934,2024-04-07,"Heavy flooding reported near New Orleans, LA. Water level rising rapidly, roads impassable.",heavy flooding report near new orleans la water level rise rapidly road impassable
116,Tornado,"Miami, FL",47.474780173207854,-91.0540312081582,2024-07-26,"Tornado sighted near Miami, FL. Extensive damage reported to homes and infrastructure.",tornado sight near miami fl extensive damage report home infrastructure
117,Volcanic Eruption,"New York, NY",46.02652462235302,-120.49328824550408,2024-09-21,"Volcanic eruption at New York, NY causing ashfall and air quality issues.",volcanic eruption new york ny cause ashfall air quality issue
118,Landslide,"New Orleans, LA",31.666062969982267,-102.4277609093325,2024-10-14,"Landslide has blocked major roads near New Orleans, LA. Emergency crews responding.",landslide block major road near new orleans la emergency crew respond
119,Landslide,"New York, NY",45.434767301230366,-103.30371460249852,2024-09-27,"Landslide has blocked major roads near New York, NY. Emergency crews responding.",landslide block major road near new york ny emergency crew respond
120,Extreme Heat,"San Francisco, CA",25.007980146891747,-114.27738774814168,2024-05-19,"Extreme heat wave in San Francisco, CA causing heat-related illnesses. Precautions advised.",extreme heat wave san francisco cause heat relate illness precaution advise
121,Volcanic Eruption,"Portland, OR",25.424507430718172,-99.30505009714076,2024-08-24,"Volcanic eruption at Portland, OR causing ashfall and air quality issues.",volcanic eruption portland cause ashfall air quality issue
122,Volcanic Eruption,"Seattle, WA",39.46127593222876,-105.40613744180496,2024-03-12,"Volcanic eruption at Seattle, WA causing ashfall and air quality issues.",volcanic eruption seattle wa cause ashfall air quality issue
123,Hurricane,"Miami, FL",33.7551572594687,-104.83358137596124,2024-06-03,"Hurricane conditions intensifying at Miami, FL. Severe winds and rainfall recorded.",hurricane condition intensify miami fl severe wind rainfall record
124,Landslide,"Miami, FL",34.275060187819534,-81.39743309051045,2024-07-08,"Landslide has blocked major roads near Miami, FL. Emergency crews responding.",landslide block major road near miami fl emergency crew respond
125,Flood,"Los Angeles, CA",38.546586176293175,-111.82746025519342,2024-09-24,"Heavy flooding reported near Los Angeles, CA. Water level rising rapidly, roads impassable.",heavy flooding report near los angeles water level rise rapidly road impassable
126,Wildfire,"New York, NY",29.602778934204657,-87.13026242753403,2024-11-16,"Wildfire spreading quickly through New York, NY. Evacuations underway.",wildfire spread quickly new york ny evacuation underway
127,Wildfire,"Houston, TX",30.08212841597148,-91.33167219102484,2024-04-16,"Wildfire spreading quickly through Houston, TX. Evacuations underway.",wildfire spread quickly houston tx evacuation underway
128,Tornado,"Miami, FL",36.63043808845275,-91.48254177206584,2024-08-19,"Tornado sighted near Miami, FL. Extensive damage reported to homes and infrastructure.",tornado sight near miami fl extensive damage report home infrastructure
129,Landslide,"New York, NY",43.10208506425271,-85.88256657763523,2024-02-11,"Landslide has blocked major roads near New York, NY. Emergency crews responding.",landslide block major road near new york ny emergency crew respond
130,Landslide,"New York, NY",39.867946033782104,-92.64545986445644,2024-07-08,"Landslide has blocked major roads near New York, NY. Emergency crews responding.",landslide block major road near new york ny emergency crew respond
131,Wildfire,"Denver, CO",32.136521157684136,-73.1239482240633,2024-05-18,"Wildfire spreading quickly through Denver, CO. Evacuations underway.",wildfire spread quickly denver evacuation underway
132,Landslide,"Denver, CO",35.328092260214106,-85.14077457493468,2024-04-12,"Landslide has blocked major roads near Denver, CO. Emergency crews responding.",landslide block major road near denver emergency crew respond
133,Hurricane,"Seattle, WA",29.095954205199963,-92.7291681690881,2024-06-19,"Hurricane conditions intensifying at Seattle, WA. Severe winds and rainfall recorded.",hurricane condition intensify seattle wa severe wind rainfall record
134,Severe Storm,"San Francisco, CA",26.79111554408996,-76.04397590302895,2024-12-16,"Severe storms hitting San Francisco, CA. Power outages and property damage widespread.",severe storm hit san francisco power outage property damage widespread
135,Earthquake,"Seattle, WA",43.78470497785958,-89.2373526689247,2024-09-29,"Earthquake felt strongly around Seattle, WA. Significant structural damage observed.",earthquake feel strongly seattle wa significant structural damage observe
136,Volcanic Eruption,"New Orleans, LA",31.36929782051667,-107.82248938067444,2024-08-08,"Volcanic eruption at New Orleans, LA causing ashfall and air quality issues.",volcanic eruption new orleans la cause ashfall air quality issue
137,Extreme Heat,"Houston, TX",29.26639330842996,-112.7813998275823,2024-07-31,"Extreme heat wave in Houston, TX causing heat-related illnesses. Precautions advised.",extreme heat wave houston tx cause heat relate illness precaution advise
138,Tornado,"New Orleans, LA",41.59883333366366,-116.01266064590196,2024-12-06,"Tornado sighted near New Orleans, LA. Extensive damage reported to homes and infrastructure.",tornado sight near new orleans la extensive damage report home infrastructure
139,Severe Storm,"Anchorage, AK",39.83324018289247,-71.93214245978001,2024-02-25,"Severe storms hitting Anchorage, AK. Power outages and property damage widespread.",severe storm hit anchorage ak power outage property damage widespread
140,Wildfire,"New Orleans, LA",40.19655102432314,-83.10200952391412,2024-12-07,"Wildfire spreading quickly through New Orleans, LA. Evacuations underway.",wildfire spread quickly new orleans la evacuation underway
141,Volcanic Eruption,"Los Angeles, CA",30.493470516318727,-69.69467214830507,2024-04-11,"Volcanic eruption at Los Angeles, CA causing ashfall and air quality issues.",volcanic eruption los angeles cause ashfall air quality issue
142,Landslide,"New Orleans, LA",30.583492925504345,-89.40578346281836,2024-07-10,"Landslide has blocked major roads near New Orleans, LA. Emergency crews responding.",landslide block major road near new orleans la emergency crew respond
